Metal Scale From 2" to 9":

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 2
no sorting
6.77E2	1.09E3
2.62E3	1.04E3


Upper Left Inner Involute Case Wrap:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 77
no sorting
8.46E2	7.23E2
8.78E2	6.74E2
9.11E2	6.24E2
9.45E2	5.79E2
9.80E2	5.41E2
9.96E2	5.22E2
1.01E3	5.12E2
1.02E3	5.04E2
1.03E3	4.98E2
1.04E3	4.91E2
1.07E3	4.64E2
1.13E3	4.23E2
1.19E3	3.86E2
1.27E3	3.47E2
1.36E3	3.18E2
1.46E3	2.99E2
1.59E3	2.93E2
1.71E3	3.06E2
1.79E3	3.28E2
1.85E3	3.49E2
1.95E3	3.95E2
2.03E3	4.56E2
2.12E3	5.35E2
2.16E3	5.85E2
2.22E3	6.66E2
2.26E3	7.46E2
2.29E3	8.12E2
2.31E3	8.95E2
2.32E3	9.73E2
2.32E3	1.05E3
2.31E3	1.21E3
2.30E3	1.27E3
2.25E3	1.38E3
2.20E3	1.47E3
2.15E3	1.55E3
2.08E3	1.61E3
2.02E3	1.67E3
1.92E3	1.72E3
1.81E3	1.75E3
1.69E3	1.77E3
1.55E3	1.75E3
1.47E3	1.73E3
1.39E3	1.69E3
1.32E3	1.64E3
1.25E3	1.58E3
1.19E3	1.51E3
1.15E3	1.45E3
1.12E3	1.36E3
1.09E3	1.25E3
1.09E3	1.07E3
1.12E3	9.72E2
1.15E3	8.90E2
1.19E3	8.24E2
1.23E3	7.79E2
1.27E3	7.33E2
1.33E3	6.85E2
1.40E3	6.52E2
1.44E3	6.38E2
1.46E3	6.37E2
1.48E3	6.36E2
1.49E3	6.37E2
1.54E3	6.31E2
1.61E3	6.35E2
1.67E3	6.46E2
1.75E3	6.76E2
1.82E3	7.26E2
1.88E3	7.86E2
1.92E3	8.44E2
1.96E3	9.37E2
1.98E3	1.02E3
1.98E3	1.05E3
1.95E3	1.20E3
1.93E3	1.24E3
1.92E3	1.27E3
1.90E3	1.30E3
1.89E3	1.32E3
1.89E3	1.32E3

Upper Left Outter Involute Case Wrap:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 75
no sorting
8.48E2	6.60E2
8.73E2	6.23E2
9.13E2	5.70E2
9.44E2	5.33E2
9.81E2	4.95E2
1.00E3	4.74E2
1.02E3	4.58E2
1.08E3	4.11E2
1.13E3	3.72E2
1.19E3	3.44E2
1.25E3	3.13E2
1.35E3	2.82E2
1.45E3	2.61E2
1.54E3	2.55E2
1.64E3	2.58E2
1.75E3	2.76E2
1.83E3	3.01E2
1.92E3	3.36E2
2.00E3	3.82E2
2.08E3	4.39E2
2.13E3	4.91E2
2.17E3	5.33E2
2.22E3	5.86E2
2.27E3	6.64E2
2.31E3	7.59E2
2.34E3	8.35E2
2.36E3	9.28E2
2.37E3	1.04E3
2.36E3	1.23E3
2.33E3	1.31E3
2.33E3	1.33E3
2.31E3	1.34E3
2.30E3	1.37E3
2.27E3	1.42E3
2.25E3	1.47E3
2.22E3	1.50E3
2.17E3	1.57E3
2.12E3	1.63E3
2.06E3	1.68E3
2.01E3	1.71E3
1.94E3	1.75E3
1.83E3	1.78E3
1.72E3	1.80E3
1.59E3	1.79E3
1.48E3	1.77E3
1.41E3	1.74E3
1.31E3	1.68E3
1.23E3	1.61E3
1.16E3	1.53E3
1.11E3	1.44E3
1.07E3	1.35E3
1.05E3	1.25E3
1.05E3	1.08E3
1.09E3	9.36E2
1.14E3	8.38E2
1.20E3	7.57E2
1.27E3	6.88E2
1.37E3	6.30E2
1.41E3	6.13E2
1.51E3	5.93E2
1.63E3	5.95E2
1.71E3	6.17E2
1.78E3	6.48E2
1.83E3	6.77E2
1.90E3	7.36E2
1.94E3	7.92E2
1.99E3	8.81E2
2.01E3	9.45E2
2.02E3	1.04E3
1.99E3	1.20E3
1.97E3	1.25E3
1.95E3	1.27E3
1.94E3	1.30E3
1.92E3	1.32E3
1.90E3	1.34E3

Lower Right Inner Involute Case Wrap:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 60
no sorting
2.32E3	1.62E3
2.30E3	1.65E3
2.28E3	1.68E3
2.26E3	1.71E3
2.24E3	1.72E3
2.22E3	1.72E3
2.21E3	1.74E3
2.17E3	1.77E3
2.10E3	1.82E3
2.00E3	1.87E3
1.88E3	1.92E3
1.78E3	1.94E3
1.64E3	1.94E3
1.50E3	1.92E3
1.36E3	1.87E3
1.22E3	1.79E3
1.16E3	1.74E3
1.08E3	1.65E3
1.01E3	1.56E3
9.62E2	1.44E3
9.28E2	1.33E3
9.16E2	1.25E3
9.17E2	1.08E3
9.39E2	9.70E2
9.73E2	8.75E2
1.02E3	7.88E2
1.09E3	6.82E2
1.16E3	6.07E2
1.25E3	5.42E2
1.34E3	4.98E2
1.46E3	4.64E2
1.59E3	4.56E2
1.72E3	4.76E2
1.84E3	5.26E2
1.93E3	5.83E2
1.99E3	6.34E2
2.05E3	7.12E2
2.07E3	7.51E2
2.11E3	8.18E2
2.13E3	8.81E2
2.15E3	9.79E2
2.13E3	1.21E3
2.10E3	1.30E3
2.04E3	1.40E3
1.97E3	1.48E3
1.89E3	1.54E3
1.80E3	1.58E3
1.71E3	1.59E3
1.54E3	1.56E3
1.42E3	1.50E3
1.34E3	1.41E3
1.30E3	1.33E3
1.27E3	1.24E3
1.27E3	1.07E3
1.30E3	9.84E2
1.32E3	9.43E2
1.33E3	9.25E2
1.34E3	9.10E2
1.35E3	8.96E2
1.36E3	8.84E2

Lower Right Outter Involute Case Wrap:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 59
no sorting
2.35E3	1.69E3
2.31E3	1.71E3
2.27E3	1.75E3
2.24E3	1.77E3
2.16E3	1.83E3
2.02E3	1.91E3
1.90E3	1.96E3
1.77E3	1.98E3
1.65E3	1.99E3
1.51E3	1.97E3
1.38E3	1.92E3
1.26E3	1.87E3
1.14E3	1.78E3
1.07E3	1.70E3
9.93E2	1.60E3
9.02E2	1.41E3
8.80E2	1.31E3
8.70E2	1.25E3
8.71E2	1.08E3
8.85E2	9.90E2
9.09E2	9.09E2
9.20E2	8.80E2
9.31E2	8.70E2
9.40E2	8.55E2
9.60E2	8.10E2
9.97E2	7.45E2
1.05E3	6.75E2
1.09E3	6.24E2
1.14E3	5.81E2
1.21E3	5.26E2
1.29E3	4.79E2
1.40E3	4.43E2
1.55E3	4.23E2
1.66E3	4.32E2
1.77E3	4.60E2
1.87E3	5.03E2
1.96E3	5.69E2
2.06E3	6.72E2
2.10E3	7.28E2
2.17E3	1.22E3
2.14E3	1.31E3
2.11E3	1.36E3
2.07E3	1.42E3
2.00E3	1.50E3
1.91E3	1.56E3
1.81E3	1.61E3
1.69E3	1.63E3
1.56E3	1.61E3
1.44E3	1.56E3
1.35E3	1.48E3
1.28E3	1.38E3
1.23E3	1.27E3
1.22E3	1.24E3
1.23E3	1.07E3
1.24E3	1.01E3
1.27E3	9.50E2
1.29E3	9.12E2
1.31E3	8.89E2
1.33E3	8.67E2

Center Bearing ID of Outer Race:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 12
no sorting
1.63E3	1.32E3
1.55E3	1.30E3
1.50E3	1.27E3
1.47E3	1.21E3
1.48E3	1.06E3
1.54E3	1.01E3
1.62E3	9.88E2
1.69E3	1.00E3
1.76E3	1.06E3
1.78E3	1.21E3
1.74E3	1.27E3
1.70E3	1.31E3



